CLAIM_ID,POLICYHOLDER_AGE,POLICYHOLDER_GENDER,WARRANTY,CLAIM_DATE,CLAIM_REGION,CLAIM_PROVINCE,VEHICLE_BRAND,VEHICLE_MODEL,CLAIM_AMOUNT_PAID,PREMIUM_AMOUNT_PAID
136135,41,M,CIVIL LIABILITY INSURANCE,22/10/2022,LAZIO,RM,VOLKSWAGEN,GOLF 7a SERIE,2326.0,393.2
231127,37,F,CIVIL LIABILITY INSURANCE,27/01/2024,TOSCANA,LU,RENAULT,CAPTUR 2? SERIE,3670.0,393.2
115108,85,M,CIVIL LIABILITY INSURANCE,26/07/2022,LAZIO,RM,RENAULT,CLIO,4021.3,393.2
121694,60,F,SPECIAL TRAVEL,25/07/2023,PUGLIA,BA,MERCEDES,CLASSE B  T245,102.6,23.31
228622,85,M,CIVIL LIABILITY INSURANCE,10/02/2022,LOMBARDIA,VA,DACIA,Sandero 2a serie,1073.06,393.2
177169,38,M,CIVIL LIABILITY INSURANCE,03/07/2023,MARCHE,PU,RENAULT,Captur,2060.0,393.2
231959,69,F,CIVIL LIABILITY INSURANCE,25/10/2023,VENETO,VI,ALFA ROMEO,GIULIETTA  (2010),2480.0,393.2
133046,60,M,CIVIL LIABILITY INSURANCE,30/07/2024,PIEMONTE,TO,BMW,G 650 GS,2526.0,393.2
62655,55,F,CIVIL LIABILITY INSURANCE,29/07/2023,PUGLIA,LE,FIAT,500 (2007-2016),3865.05,393.2
85542,35,F,TRAVEL ASSISTANCE,09/09/2023,SICILIA,TP,FIAT,500X,134.08,32.21
188055,88,M,TRAVEL ASSISTANCE,18/05/2023,LOMBARDIA,MI,MERCEDES,12 23,730.99,32.21
169008,25,M,TRAVEL ASSISTANCE,14/05/2022,TRENTINO ALTO ADIGE,TN,RENAULT,MASTER 3a SERIE,495.51,32.21
119786,64,F,NATURAL DISASTERS,24/07/2023,LOMBARDIA,BS,CITROEN,C3 2a SERIE,3799.5,80.59
182153,37,M,CIVIL LIABILITY INSURANCE,25/01/2022,EMILIA ROMAGNA,PR,Yamaha,Xenter 125,900.0,393.2
120912,44,M,GLASSES,01/02/2022,LOMBARDIA,MI,IVECO,DAILY,489.93,47.04
212559,57,M,CIVIL LIABILITY INSURANCE,23/03/2023,LOMBARDIA,MI,JEEP,Wrangler 4a serie,2060.0,393.2
58389,42,M,NATURAL DISASTERS,19/07/2023,VENETO,VE,PEUGEOT,308 2a serie,1853.65,80.59
73622,57,F,CIVIL LIABILITY INSURANCE,09/02/2022,PIEMONTE,CN,OPEL,Corsa 4a serie,1750.0,393.2
80229,48,F,CIVIL LIABILITY INSURANCE,19/04/2023,ABRUZZO,CH,TOYOTA,YARIS,1200.0,393.2
236745,83,F,CIVIL LIABILITY INSURANCE,23/08/2024,EMILIA ROMAGNA,RA,FIAT,PANDA 3A SERIE,2128.0,393.2
64951,72,F,CIVIL LIABILITY INSURANCE,27/03/2023,CAMPANIA,,FIAT,500X,3260.0,393.2
171528,66,M,CIVIL LIABILITY INSURANCE,12/12/2022,SICILIA,ME,PEUGEOT,208 2a serie,1690.0,393.2
215807,40,F,ADDITIONAL COVERAGES,14/11/2022,LOMBARDIA,MI,OPEL,CORSA 5a SERIE,355.4,13.08
67619,29,M,CIVIL LIABILITY INSURANCE,04/10/2022,PIEMONTE,TO,CITROEN,C4 3a serie,5191.0,393.2
19777,54,M,TRAVEL ASSISTANCE,19/03/2022,FRIULI VENEZIA GIULIA,UD,CHRYSLER,VOY./G.VOYAGER 3a S,197.16,32.21
67943,37,F,CIVIL LIABILITY INSURANCE,09/07/2024,LIGURIA,GE,AUDI,A6 ALLROAD 3? SERIE,8317.3,393.2
9902,49,F,NATURAL DISASTERS,01/09/2022,PIEMONTE,TO,CITROEN,C4,2731.4,80.59
17020,60,M,CIVIL LIABILITY INSURANCE,21/04/2023,PIEMONTE,TO,SKODA,KAMIQ,360.0,393.2
65461,34,M,CIVIL LIABILITY INSURANCE,22/08/2024,CAMPANIA,,ALFA ROMEO,GIULIETTA  2010-21,2300.0,393.2
91240,58,F,CIVIL LIABILITY INSURANCE,14/08/2022,PUGLIA,BR,FIAT,PUNTO 3a SERIE,1200.0,393.2
151417,48,F,CIVIL LIABILITY INSURANCE,03/01/2022,PUGLIA,BA,piaggio,vespa,400.0,393.2
149926,92,M,CIVIL LIABILITY INSURANCE,17/04/2022,LAZIO,RM,LANCIA,Lybra,2283.0,393.2
19438,62,M,CIVIL LIABILITY INSURANCE,10/09/2024,PIEMONTE,TO,ALFA ROMEO,159,3060.0,393.2
147813,41,M,CIVIL LIABILITY INSURANCE,07/05/2024,SICILIA,ME,KEEWAY,TX 125,3480.0,393.2
128944,23,F,NATURAL DISASTERS,21/07/2023,LOMBARDIA,MI,HONDA,JAZZ 4? SERIE '20->,2200.0,80.59
170111,50,F,CIVIL LIABILITY INSURANCE,17/09/2023,PUGLIA,LE,FIAT,UNO,2700.0,393.2
140074,53,M,CIVIL LIABILITY INSURANCE,26/06/2023,VENETO,PD,MERCEDES,CLASSE CLA (C/X117),8039.35,393.2
200897,49,F,CIVIL LIABILITY INSURANCE,15/03/2023,LOMBARDIA,MB,MAZDA,Mazda2 2a serie,2850.0,393.2
217779,87,M,TRAVEL ASSISTANCE,12/08/2023,LOMBARDIA,CO,FIAT,QUBO,132.98,32.21
115847,27,F,VEHICLE FIRE,03/09/2022,LAZIO,RM,SMART,fortwo 3as.(C/A453),5940.0,29.34
41247,58,F,CIVIL LIABILITY INSURANCE,30/03/2024,LIGURIA,IM,CITROEN,C2,1152.6,393.2
133464,65,M,NATURAL DISASTERS,04/08/2023,PIEMONTE,TO,FIAT,PANDA 3? SERIE,1330.0,80.59
158431,50,M,CIVIL LIABILITY INSURANCE,26/04/2023,VENETO,PD,Aprilia,Scarabeo 200,2060.0,393.2
206643,59,M,CIVIL LIABILITY INSURANCE,01/03/2024,CAMPANIA,,PEUGEOT,807,2128.0,393.2
231681,59,M,GLASSES,02/10/2022,PIEMONTE,TO,SMART,fortwo 2a serie,400.0,47.04
137373,65,F,TRAVEL ASSISTANCE,01/02/2023,LAZIO,LT,DAEWOO,Matiz,162.26,32.21
27359,61,F,CIVIL LIABILITY INSURANCE,28/08/2024,PUGLIA,BA,SMART,FORTWO 2A SERIE,900.0,393.2
1850,29,M,TRAVEL ASSISTANCE,18/04/2024,PIEMONTE,TO,MERCEDES,CLASSE C   (W/S206),173.24,32.21
164659,55,M,CIVIL LIABILITY INSURANCE,15/08/2024,LOMBARDIA,VA,CITROEN,C3 3? SERIE,3453.0,393.2
145894,41,M,CIVIL LIABILITY INSURANCE,15/03/2022,PIEMONTE,TO,FIAT,PANDA,5175.93,393.2
32304,39,F,CIVIL LIABILITY INSURANCE,08/04/2023,CAMPANIA,,FIAT,Grande Punto,2230.0,393.2
233849,64,F,TRAVEL ASSISTANCE,19/12/2023,CAMPANIA,BN,PEUGEOT,2008,389.18,32.21
146314,37,M,GLASSES,16/05/2023,LAZIO,RM,TOYOTA,YARIS 3? SERIE,400.0,47.04
17975,40,M,GLASSES,14/04/2022,PIEMONTE,NO,MERCEDES,Classe E (W/S212),600.0,47.04
44902,46,M,NATURAL DISASTERS,28/06/2022,PIEMONTE,TO,HYUNDAI,ix35,3740.0,80.59
165712,43,F,CIVIL LIABILITY INSURANCE,14/03/2024,PIEMONTE,AT,MERCEDES,CLASSE C  W/S204,2128.0,393.2
9162,75,F,CIVIL LIABILITY INSURANCE,11/11/2022,LAZIO,RM,FIAT,PUNTO EVO,2283.0,393.2
31595,29,M,CIVIL LIABILITY INSURANCE,15/12/2022,PIEMONTE,TO,AUDI,TT 2a serie,698.0,393.2
144328,50,M,CIVIL LIABILITY INSURANCE,16/05/2022,LAZIO,VT,volkswagen,LT,420.0,393.2
185800,53,M,SPECIAL TRAVEL,11/12/2022,VENETO,TV,FIAT,Croma (2005),134.2,23.31
25344,53,F,CIVIL LIABILITY INSURANCE,02/01/2022,SICILIA,CT,SUZUKI,Swift (2005-2010),1145.0,393.2
121518,41,M,GLASSES,08/05/2024,PIEMONTE,NO,VOLKSWAGEN,GOLF 6? SERIE,368.56,47.04
72180,56,F,GLASSES,20/04/2022,PIEMONTE,CN,FIAT,500 (2007--->),600.0,47.04
203993,76,M,CIVIL LIABILITY INSURANCE,25/08/2023,EMILIA ROMAGNA,RN,SKODA,KAMIQ,1832.73,393.2
138123,70,M,GLASSES,25/08/2022,TOSCANA,MS,FIAT,Panda 3a serie,575.69,47.04
206398,75,M,CIVIL LIABILITY INSURANCE,05/02/2024,SICILIA,PA,FIAT,BRAVO 2A SERIE,1838.0,393.2
173657,59,M,TRAVEL ASSISTANCE,31/10/2023,LAZIO,FR,AUDI,A6 5a serie,164.82,32.21
202316,74,M,CIVIL LIABILITY INSURANCE,10/06/2024,EMILIA ROMAGNA,RE,BMW,X5         (F15/85),2128.0,393.2
28920,32,M,CIVIL LIABILITY INSURANCE,31/10/2022,LOMBARDIA,MI,FORD,Transit Custom,2295.0,393.2
193721,60,M,CIVIL LIABILITY INSURANCE,07/01/2024,,EN,CITROEN,C3 1? SERIE,1838.0,393.2
108644,39,M,CIVIL LIABILITY INSURANCE,26/08/2024,SARDEGNA,CA,FIAT,TIPO (2015-->),2128.0,393.2
41575,33,M,CIVIL LIABILITY INSURANCE,08/08/2023,EMILIA ROMAGNA,PC,,,1800.0,393.2
59813,61,F,TRAVEL ASSISTANCE,20/11/2024,PIEMONTE,TO,FIAT,500L,178.43,32.21
23941,43,F,CIVIL LIABILITY INSURANCE,14/09/2022,PIEMONTE,TO,FIAT,GRANDE PUNTO,3255.0,393.2
185056,63,M,CIVIL LIABILITY INSURANCE,05/03/2022,CAMPANIA,,Honda,SH 150,7000.0,393.2
110850,61,M,CIVIL LIABILITY INSURANCE,08/11/2022,SARDEGNA,SS,RENAULT,Trafic 4a serie,8659.0,393.2
70147,31,F,GLASSES,07/04/2024,EMILIA ROMAGNA,BO,TOYOTA,C-HR,217.54,47.04
170958,27,F,TRAVEL ASSISTANCE,03/02/2024,PIEMONTE,CN,LANCIA,YPSILON 2? SERIE,222.98,32.21
141266,87,F,CIVIL LIABILITY INSURANCE,20/02/2023,TOSCANA,PT,FIAT,Panda 3a serie,2439.0,393.2
30462,49,F,CIVIL LIABILITY INSURANCE,06/09/2022,PIEMONTE,TO,CITROEN,C3 1a serie,760.0,393.2
59492,73,M,CIVIL LIABILITY INSURANCE,13/07/2024,,SU,PEUGEOT,207,3400.0,393.2
101722,64,M,GUARANTEE FAILURES,04/10/2023,EMILIA ROMAGNA,FC,SUZUKI,S-CROSS,2026.36,454.48
120199,28,M,GLASSES,18/04/2022,PIEMONTE,TO,BMW,Serie 3 (E46),557.67,47.04
168341,53,F,TRAVEL ASSISTANCE,17/01/2024,LAZIO,VT,MINI,MINI COUNTRYMAN R60,200.0,32.21
21941,48,M,NATURAL DISASTERS,13/07/2021,PIEMONTE,TO,OPEL,Astra 4a serie,2890.0,80.59
105795,48,M,GLASSES,31/07/2023,LOMBARDIA,MN,FIAT,DUCATO (4? SERIE),502.16,47.04
172478,66,F,CIVIL LIABILITY INSURANCE,10/06/2022,LAZIO,RM,SMART,fortwo 2a serie,2283.0,393.2
16349,56,F,SAFE REIMBURSEMENT OPTION,18/11/2024,TOSCANA,FI,SUZUKI,IGNIS (2016),1052.0,106.69
60444,43,M,TRAVEL ASSISTANCE,05/02/2024,PUGLIA,BA,MINI,MINI COUNTRYMAN F60,193.44,32.21
159029,42,M,ACCIDENTS,04/06/2022,VENETO,VE,AUDI,A6,1200.0,19.08
104458,37,F,GLASSES,07/05/2023,LOMBARDIA,BS,RENAULT,CAPTUR 1? SERIE,396.0,47.04
80943,65,F,TRAVEL ASSISTANCE,07/08/2023,LAZIO,RM,FIAT,PUNTO 1? SERIE,183.0,32.21
109138,59,F,GLASSES,09/04/2022,VENETO,TV,FIAT,Doblo 2a serie,461.0,47.04
141811,45,M,GLASSES,18/02/2024,LOMBARDIA,MN,PEUGEOT,TRAVELLER,315.4,47.04
39464,55,F,CIVIL LIABILITY INSURANCE,24/03/2022,LOMBARDIA,MI,PEUGEOT,508,1940.0,393.2
152448,40,M,CIVIL LIABILITY INSURANCE,16/03/2023,LOMBARDIA,MN,PEUGEOT,307,2060.0,393.2
194947,62,M,CIVIL LIABILITY INSURANCE,28/01/2024,LAZIO,RM,TOYOTA,AURIS 2? SERIE,5300.0,393.2
92384,49,M,GLASSES,27/09/2023,PIEMONTE,TO,AUDI,A3 3A SERIE,466.47,47.04
3192,55,F,GLASSES,14/04/2024,LIGURIA,SV,FORD,ECOSPORT,600.0,47.04
99318,26,F,NATURAL DISASTERS,07/07/2022,VENETO,VI,PEUGEOT,208,3278.12,80.59
131636,30,M,TRAVEL ASSISTANCE,06/12/2022,TOSCANA,PO,OPEL,VIVARO,260.0,32.21
164359,54,F,CIVIL LIABILITY INSURANCE,12/08/2023,VALLE D'AOSTA,AO,FORD,Kuga 2a serie,1891.0,393.2
33765,50,F,CIVIL LIABILITY INSURANCE,02/05/2022,UMBRIA,PG,ALFA ROMEO,Giulietta (2010),1067.0,393.2
12513,35,M,NATURAL DISASTERS,28/05/2023,LOMBARDIA,VA,HYUNDAI,I20 2A SERIE,2964.6,80.59
16751,65,M,GUARANTEE FAILURES,08/06/2022,LAZIO,RM,OPEL,Karl,1050.0,454.48
26692,68,F,CIVIL LIABILITY INSURANCE,12/01/2022,MARCHE,FM,MERCEDES,Classe A (W/C169),2850.0,393.2
36702,66,F,NATURAL DISASTERS,30/06/2022,PIEMONTE,TO,RENAULT,TWINGO 3a SERIE,2950.0,80.59
192104,66,M,CIVIL LIABILITY INSURANCE,29/05/2024,SICILIA,PA,SEAT,CORDOBA 2? SERIE,5672.7,393.2
206919,26,M,CIVIL LIABILITY INSURANCE,16/09/2024,TOSCANA,AR,BMW,SERIE 1       (F21),849.0,393.2
205200,52,M,CIVIL LIABILITY INSURANCE,04/05/2024,VENETO,TV,OPEL,INSIGNIA,2526.0,393.2
147788,78,F,COLLISION WITH FOREIGN VEHICLES,26/06/2022,LIGURIA,IM,SUZUKI,Swift (2017--->),1702.05,3.09
86073,39,F,CIVIL LIABILITY INSURANCE,09/08/2024,SICILIA,ME,VOLKSWAGEN,TIGUAN 2? SERIE,5900.0,393.2
137019,57,F,CIVIL LIABILITY INSURANCE,26/11/2023,LOMBARDIA,PV,ALFA ROMEO,GIULIETTA  2010,1787.0,393.2
182820,28,M,CIVIL LIABILITY INSURANCE,16/01/2023,CAMPANIA,,PEUGEOT,3008 2? SERIE,2900.0,393.2
157477,32,F,TRAVEL ASSISTANCE,08/06/2022,TOSCANA,AR,FIAT,Panda 3a serie,164.7,32.21
7637,32,M,NATURAL DISASTERS,22/09/2023,PIEMONTE,TO,FIAT,500L Living,700.0,80.59
123354,46,M,TRAVEL ASSISTANCE,05/08/2023,LAZIO,RM,fiat,iveco,515.45,32.21
212822,32,F,CIVIL LIABILITY INSURANCE,21/01/2024,EMILIA ROMAGNA,RN,OPEL,CORSA 5A SERIE,2128.0,393.2
176647,44,F,SPECIAL TRAVEL,17/12/2022,SICILIA,ME,NISSAN,Micra 5a serie,244.0,23.31
184907,51,M,CIVIL LIABILITY INSURANCE,17/10/2024,LOMBARDIA,MI,KIA,SPORTAGE 3? SERIE,650.0,393.2
183276,59,F,CIVIL LIABILITY INSURANCE,18/06/2022,LOMBARDIA,BS,FIAT,500 (2015-->),1855.0,393.2
148933,42,M,CIVIL LIABILITY INSURANCE,03/01/2024,PIEMONTE,TO,VOLVO,V40 (2012-2020),2900.0,393.2
167220,40,F,GLASSES,10/02/2024,LOMBARDIA,MI,PEUGEOT,208 2? SERIE,629.6,47.04
230770,22,F,CIVIL LIABILITY INSURANCE,27/11/2022,LOMBARDIA,BG,PEUGEOT,208,1220.0,393.2
75830,45,M,CIVIL LIABILITY INSURANCE,10/07/2024,LIGURIA,GE,MERCEDES,VITO 4?S.    (W447),1850.0,393.2
185626,81,M,CIVIL LIABILITY INSURANCE,07/07/2022,VENETO,VR,VOLKSWAGEN,Touran,3205.14,393.2
4628,28,F,THEFT,18/09/2024,LOMBARDIA,MI,KYMCO,AGILITY 125I,1350.0,117.56
183837,69,M,GUARANTEE FAILURES,29/08/2022,EMILIA ROMAGNA,BO,KIA,Stonic,3500.0,454.48
132812,42,M,TRAVEL ASSISTANCE,14/07/2024,PUGLIA,BA,FORD,C-MAX 2A SERIE,102.24,32.21
53184,47,M,CIVIL LIABILITY INSURANCE,17/03/2023,CAMPANIA,BN,FIAT,500L,3100.0,393.2
123685,78,M,CIVIL LIABILITY INSURANCE,04/05/2022,LAZIO,RM,PEUGEOT,3008 1a SERIE,2283.0,393.2
192148,52,F,CIVIL LIABILITY INSURANCE,20/06/2022,CAMPANIA,,MERCEDES,Classe A (W176),3000.0,393.2
75724,58,F,CIVIL LIABILITY INSURANCE,05/03/2022,CAMPANIA,,DACIA,Sandero 2a serie,1250.0,393.2
8420,73,F,CIVIL LIABILITY INSURANCE,16/08/2024,CAMPANIA,SA,OPEL,AGILA 2? SERIE,2526.0,393.2
36872,32,F,NATURAL DISASTERS,05/06/2022,LOMBARDIA,BS,ALFA ROMEO,MiTo,1342.0,80.59
1216,35,F,CIVIL LIABILITY INSURANCE,02/05/2024,MARCHE,MC,NISSAN,QASHQAI 2? SERIE,2526.0,393.2
197824,77,M,GLASSES,10/01/2022,EMILIA ROMAGNA,FC,FORD,Focus 5a serie,800.0,47.04
217260,28,M,GLASSES,04/02/2022,LOMBARDIA,MI,IVECO,DAILY (2014--->),383.52,47.04
166601,49,M,GLASSES,02/02/2022,LOMBARDIA,BS,MERCEDES,Classe GLC (X253),600.0,47.04
109275,93,M,CIVIL LIABILITY INSURANCE,30/03/2024,CALABRIA,RC,FIAT,PUNTO 3A SERIE,450.0,393.2
217103,68,F,CIVIL LIABILITY INSURANCE,26/12/2022,ABRUZZO,TE,TOYOTA,Yaris Cross,1120.0,393.2
163354,77,M,GUARANTEE FAILURES,19/09/2023,LOMBARDIA,MI,BMW,SERIE 5(G30/31/F90),1295.0,454.48
170584,58,M,TRAVEL ASSISTANCE,30/12/2023,PIEMONTE,TO,CHATENET,CH,128.1,32.21
68120,70,M,CIVIL LIABILITY INSURANCE,10/11/2023,PIEMONTE,TO,AUDI,A4 4? SERIE,5312.0,393.2
149670,64,F,CIVIL LIABILITY INSURANCE,20/01/2023,SICILIA,CT,FIAT,Panda 3a serie,1787.0,393.2
51579,56,M,CIVIL LIABILITY INSURANCE,12/06/2022,VENETO,VI,YAMAHA,SEG,1940.0,393.2
31260,49,M,CIVIL LIABILITY INSURANCE,30/12/2021,MARCHE,AN,FIAT,Punto 2a serie,2172.0,393.2
85839,73,F,CIVIL LIABILITY INSURANCE,27/01/2023,VENETO,RO,MERCEDES,Classe B (T245),397.0,393.2
88601,61,M,NATURAL DISASTERS,23/06/2023,VENETO,VE,TOYOTA,AYGO 2a SERIE,1708.0,80.59
69696,60,M,CIVIL LIABILITY INSURANCE,03/08/2022,LIGURIA,SP,IVECO,65C,400.0,393.2
210760,68,F,CIVIL LIABILITY INSURANCE,09/06/2022,LOMBARDIA,VA,FIAT,500L,2902.0,393.2
225836,69,M,CIVIL LIABILITY INSURANCE,02/07/2024,TOSCANA,FI,CITROEN,C3 AIRCROSS,2526.0,393.2
147785,56,M,CIVIL LIABILITY INSURANCE,30/07/2024,PIEMONTE,TO,ALFA ROMEO,147,2526.0,393.2
228801,66,F,GLASSES,03/04/2023,LOMBARDIA,MN,VOLKSWAGEN,POLO 6 SERIE,600.0,47.04
170237,42,M,CIVIL LIABILITY INSURANCE,14/11/2022,PIEMONTE,TO,AUDI,A4 4a serie,2900.0,393.2
123733,45,M,CIVIL LIABILITY INSURANCE,20/09/2024,LOMBARDIA,PV,VOLKSWAGEN,GOLF 7A SERIE,1838.0,393.2
83122,44,M,CIVIL LIABILITY INSURANCE,09/04/2024,SICILIA,PA,AIXAM,UV,500.0,393.2
129214,55,M,GLASSES,28/11/2023,PIEMONTE,TO,FIAT,GRANDE PUNTO,390.0,47.04
214693,36,M,LEGAL PROTECTION,07/08/2021,EMILIA ROMAGNA,RN,NISSAN,Qashqai 2a serie,1712.66,27.24
85171,61,M,CIVIL LIABILITY INSURANCE,01/09/2022,CAMPANIA,,FIAT,Punto 2a serie,3842.2,393.2
220026,73,F,NATURAL DISASTERS,05/07/2023,LOMBARDIA,MI,MINI,MINI COUNTRYMAN F60,4256.0,80.59
113092,41,F,GLASSES,18/03/2023,TRENTINO ALTO ADIGE,TN,FORD,Transit Custom,750.0,47.04
42393,59,M,CIVIL LIABILITY INSURANCE,27/12/2022,SICILIA,AG,VOLKSWAGEN,T-Cross,1940.0,393.2
25732,70,F,CIVIL LIABILITY INSURANCE,11/03/2023,EMILIA ROMAGNA,RN,FIAT,Panda 2a serie,526.0,393.2
73548,34,M,CIVIL LIABILITY INSURANCE,03/05/2024,LIGURIA,GE,BMW,SERIE 2 CPE(G42/87),400.0,393.2
76362,50,M,GLASSES,23/04/2023,LAZIO,RM,SMART,fortwo 3as.(C/A453),259.01,47.04
91056,45,M,CIVIL LIABILITY INSURANCE,05/08/2023,LOMBARDIA,MI,HARLEY DAVIDSON,FLHXS,608.05,393.2
2462,49,M,CIVIL LIABILITY INSURANCE,04/08/2023,LOMBARDIA,MN,TOYOTA,YARIS 4? SERIE,2060.0,393.2
235226,53,F,SPECIAL TRAVEL,22/09/2022,PUGLIA,BR,FIAT,Panda,151.34,23.31
211601,65,M,CIVIL LIABILITY INSURANCE,10/02/2022,PIEMONTE,AT,FIAT,Grande Punto,1940.0,393.2
231712,77,M,CIVIL LIABILITY INSURANCE,10/02/2022,LAZIO,RM,FIAT,PUNTO EVO,1940.0,393.2
198394,62,M,SPECIAL TRAVEL,28/04/2022,SICILIA,CT,NISSAN,Juke 1a serie,275.6,23.31
156134,60,M,CIVIL LIABILITY INSURANCE,24/03/2023,SICILIA,CT,MERCEDES,Classe GLB (X247),1787.0,393.2
119315,83,M,CIVIL LIABILITY INSURANCE,15/09/2022,TOSCANA,SI,PIAGGIO,QUARGO,1146.0,393.2
81760,52,M,GLASSES,08/11/2023,PIEMONTE,AL,AUDI,Q3 2A SERIE,561.03,47.04
40829,28,F,CIVIL LIABILITY INSURANCE,30/03/2022,PIEMONTE,TO,FIAT,500 (2015--->),1582.41,393.2
216526,49,M,CIVIL LIABILITY INSURANCE,04/11/2023,ABRUZZO,TE,FIAT,GRANDE PUNTO,3109.0,393.2
81144,56,M,CIVIL LIABILITY INSURANCE,10/06/2024,ABRUZZO,TE,FORD,KUGA 1A SERIE,1574.62,393.2
145140,34,M,GUARANTEE FAILURES,21/01/2024,PIEMONTE,TO,MERCEDES,CLA COUPE    (C118),2250.0,454.48
103062,47,M,CIVIL LIABILITY INSURANCE,03/05/2024,CAMPANIA,,FIAT,GRANDE PUNTO,1838.0,393.2
101772,49,F,CIVIL LIABILITY INSURANCE,24/02/2022,LIGURIA,GE,FIAT,PANDA 3a SERIE,3045.0,393.2
236801,44,F,CIVIL LIABILITY INSURANCE,01/09/2023,VENETO,PD,FORD,ECOSPORT,2191.0,393.2
211662,56,F,CIVIL LIABILITY INSURANCE,23/03/2023,VENETO,PD,OPEL,ASTRA 4A SERIE,1180.0,393.2
145281,76,M,CIVIL LIABILITY INSURANCE,04/02/2023,LOMBARDIA,MI,OPEL,ZAFIRA 2a SERIE,1745.0,393.2
205065,53,F,CIVIL LIABILITY INSURANCE,01/05/2024,LAZIO,RM,SMART,CITY COUPE/CABRIO,2526.0,393.2
153476,70,M,CIVIL LIABILITY INSURANCE,24/08/2022,TOSCANA,FI,HYUNDAI,KONA,4500.0,393.2
20707,40,M,CIVIL LIABILITY INSURANCE,18/10/2023,PIEMONTE,VC,ALFA ROMEO,MITO,2524.5,393.2
237342,23,F,TRAVEL ASSISTANCE,21/05/2024,PIEMONTE,TO,PEUGEOT,BIPPER,152.23,32.21
72843,55,F,CIVIL LIABILITY INSURANCE,30/07/2022,LAZIO,LT,FIAT,GRANDE PUNTO,4978.37,393.2
182594,57,M,TRAVEL ASSISTANCE,11/07/2024,PUGLIA,BA,FORD,C-MAX 1A SERIE,112.89,32.21
21976,29,M,TRAVEL ASSISTANCE,27/10/2023,PIEMONTE,TO,ABARTH,500,132.98,32.21
87814,64,F,NATURAL DISASTERS,02/08/2024,PIEMONTE,TO,TOYOTA,YARIS 3? SERIE,5780.0,80.59
109553,58,F,CIVIL LIABILITY INSURANCE,04/02/2024,PIEMONTE,TO,FORD,FIESTA 6A SERIE,1700.0,393.2
109242,78,M,CIVIL LIABILITY INSURANCE,16/09/2022,FRIULI VENEZIA GIULIA,PN,HYUNDAI,Tucson 2a serie,1940.0,393.2
147725,25,F,CIVIL LIABILITY INSURANCE,17/02/2022,LAZIO,RM,FIAT,500 (2015--->),1940.0,393.2
52842,84,F,CIVIL LIABILITY INSURANCE,08/11/2024,VENETO,VR,KIA,PICANTO 3AS.(17-->),606.0,393.2
69831,70,M,CIVIL LIABILITY INSURANCE,10/02/2023,CAMPANIA,SA,FIAT,Panda,2060.0,393.2
194346,59,F,SAFE REIMBURSEMENT OPTION,15/10/2022,LAZIO,RM,VOLKSWAGEN,Polo 5a serie,1794.6,106.69
141700,67,M,CIVIL LIABILITY INSURANCE,30/01/2022,PUGLIA,BA,FIAT,Punto 2a serie,1690.0,393.2
39671,35,M,CIVIL LIABILITY INSURANCE,01/03/2022,SICILIA,TP,FIAT,500X,800.0,393.2
27301,38,M,GLASSES,12/02/2023,PUGLIA,BR,LAND ROVER,RR EVOQUE 1a SERIE,860.0,47.04
131827,63,F,CIVIL LIABILITY INSURANCE,04/07/2024,TOSCANA,PO,FIAT,500  2007-2016,1114.8,393.2
132600,64,M,TRAVEL ASSISTANCE,25/03/2023,LAZIO,RM,MERCEDES,Classe C   (W/S203),175.06,32.21
154917,49,M,CIVIL LIABILITY INSURANCE,24/09/2024,TOSCANA,GR,CNH,INTERNATIONAL S A J0X7AB,1800.0,393.2
55667,57,F,NATURAL DISASTERS,02/08/2024,PIEMONTE,TO,RENAULT,TWINGO 3? SERIE,3250.0,80.59
226710,64,M,CIVIL LIABILITY INSURANCE,08/04/2022,PIEMONTE,AT,ALFA ROMEO,Giulietta (2010),6600.0,393.2
17676,80,F,CIVIL LIABILITY INSURANCE,01/03/2024,CAMPANIA,AV,CITROEN,C1,2128.0,393.2
183521,63,M,CIVIL LIABILITY INSURANCE,12/12/2022,SICILIA,TP,VW,CADDY VAN,1600.0,393.2
57005,74,M,GLASSES,03/12/2024,VENETO,TV,TOYOTA,RAV4 5? SERIE,600.0,47.04
3987,48,F,SPECIAL TRAVEL,31/03/2023,CAMPANIA,CE,FIAT,SEICENTO,129.99,23.31
41740,68,F,CIVIL LIABILITY INSURANCE,20/02/2022,CAMPANIA,,FORD,FIESTA,750.0,393.2
86322,76,F,CIVIL LIABILITY INSURANCE,10/07/2023,SICILIA,PA,FIAT,PANDA 2A SERIE,1787.0,393.2
181010,45,M,CIVIL LIABILITY INSURANCE,10/11/2022,CAMPANIA,,RENAULT,Scenic 3a serie,2700.0,393.2
108907,53,M,CIVIL LIABILITY INSURANCE,03/06/2022,PIEMONTE,AT,NISSAN,Qashqai,1940.0,393.2
123272,60,F,CIVIL LIABILITY INSURANCE,16/08/2022,MARCHE,AP,HONDA,PCX 150,1697.0,393.2
32144,58,M,TRAVEL ASSISTANCE,13/07/2023,TOSCANA,AR,RENAULT,Scenic 3a serie,123.77,32.21
67642,51,M,CIVIL LIABILITY INSURANCE,04/09/2023,LAZIO,RI,SMART,CITY COUPE/CABRIO,2439.0,393.2
129889,52,M,CIVIL LIABILITY INSURANCE,13/02/2023,PIEMONTE,BI,RENAULT,Trafic 4a serie,565.0,393.2
